##& xmin & xmax & central value & dy & 

<histogram> 100 "log10d01 [] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +3.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +3.0000000e-02   +6.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +6.0000000e-02   +9.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-02   +1.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.2000000e-01   +1.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.5000000e-01   +1.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.8000000e-01   +2.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.1000000e-01   +2.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.4000000e-01   +2.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.7000000e-01   +3.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.0000000e-01   +3.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.3000000e-01   +3.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.6000000e-01   +3.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.9000000e-01   +4.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.2000000e-01   +4.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.5000000e-01   +4.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.8000000e-01   +5.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.1000000e-01   +5.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.4000000e-01   +5.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.7000000e-01   +6.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.0000000e-01   +6.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.3000000e-01   +6.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.6000000e-01   +6.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.9000000e-01   +7.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.2000000e-01   +7.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.5000000e-01   +7.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.8000000e-01   +8.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.1000000e-01   +8.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.4000000e-01   +8.7000000e-01   +3.3523000e-20   +3.3523000e-20
  +8.7000000e-01   +9.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-01   +9.3000000e-01   +3.3523000e-20   +3.3523000e-20
  +9.3000000e-01   +9.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.6000000e-01   +9.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.9000000e-01   +1.0200000e+00   +6.7045000e-20   +4.7408000e-20
  +1.0200000e+00   +1.0500000e+00   +3.3523000e-20   +3.3523000e-20
  +1.0500000e+00   +1.0800000e+00   +3.3523000e-20   +3.3523000e-20
  +1.0800000e+00   +1.1100000e+00   +0.0000000e+00   +0.0000000e+00
  +1.1100000e+00   +1.1400000e+00   +3.3523000e-20   +3.3523000e-20
  +1.1400000e+00   +1.1700000e+00   +3.3523000e-20   +3.3523000e-20
  +1.1700000e+00   +1.2000000e+00   +3.3523000e-20   +3.3523000e-20
  +1.2000000e+00   +1.2300000e+00   +1.0056800e-19   +5.8062983e-20
  +1.2300000e+00   +1.2600000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2600000e+00   +1.2900000e+00   +3.3523000e-20   +3.3523000e-20
  +1.2900000e+00   +1.3200000e+00   +6.7045000e-20   +4.7408000e-20
  +1.3200000e+00   +1.3500000e+00   +1.0056800e-19   +5.8062983e-20
  +1.3500000e+00   +1.3800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.3800000e+00   +1.4100000e+00   +1.3409300e-19   +6.7045533e-20
  +1.4100000e+00   +1.4400000e+00   +1.6761500e-19   +7.4958858e-20
  +1.4400000e+00   +1.4700000e+00   +1.0056800e-19   +5.8062983e-20
  +1.4700000e+00   +1.5000000e+00   +4.3579000e-19   +1.2086917e-19
  +1.5000000e+00   +1.5300000e+00   +2.0113300e-19   +8.2113599e-20
  +1.5300000e+00   +1.5600000e+00   +3.0171000e-19   +1.0056767e-19
  +1.5600000e+00   +1.5900000e+00   +4.3580000e-19   +1.2086693e-19
  +1.5900000e+00   +1.6200000e+00   +2.0113500e-19   +8.2113035e-20
  +1.6200000e+00   +1.6500000e+00   +1.6761300e-19   +7.4958812e-20
  +1.6500000e+00   +1.6800000e+00   +4.0227000e-19   +1.1612767e-19
  +1.6800000e+00   +1.7100000e+00   +6.3693000e-19   +1.4612004e-19
  +1.7100000e+00   +1.7400000e+00   +4.6932000e-19   +1.2542943e-19
  +1.7400000e+00   +1.7700000e+00   +3.6875000e-19   +1.1118182e-19
  +1.7700000e+00   +1.8000000e+00   +5.3637000e-19   +1.3409200e-19
  +1.8000000e+00   +1.8300000e+00   +3.6875000e-19   +1.1118140e-19
  +1.8300000e+00   +1.8600000e+00   +3.3522000e-19   +1.0600803e-19
  +1.8600000e+00   +1.8900000e+00   +1.3409000e-19   +6.7045037e-20
  +1.8900000e+00   +1.9200000e+00   +6.7045000e-20   +4.7408000e-20
  +1.9200000e+00   +1.9500000e+00   +2.0113500e-19   +8.2113035e-20
  +1.9500000e+00   +1.9800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.9800000e+00   +2.0100000e+00   +1.3409300e-19   +6.7045533e-20
  +2.0100000e+00   +2.0400000e+00   +6.7045000e-20   +4.7408000e-20
  +2.0400000e+00   +2.0700000e+00   +6.7046000e-20   +4.7408681e-20
  +2.0700000e+00   +2.1000000e+00   +3.3523000e-20   +3.3523000e-20
  +2.1000000e+00   +2.1300000e+00   +3.3523000e-20   +3.3523000e-20
