##& xmin & xmax & central value & dy & 

<histogram> 100 "log10d01 [] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +3.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +3.0000000e-02   +6.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +6.0000000e-02   +9.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-02   +1.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.2000000e-01   +1.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.5000000e-01   +1.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.8000000e-01   +2.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.1000000e-01   +2.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.4000000e-01   +2.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.7000000e-01   +3.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.0000000e-01   +3.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.3000000e-01   +3.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.6000000e-01   +3.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.9000000e-01   +4.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.2000000e-01   +4.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.5000000e-01   +4.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.8000000e-01   +5.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.1000000e-01   +5.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.4000000e-01   +5.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.7000000e-01   +6.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.0000000e-01   +6.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.3000000e-01   +6.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.6000000e-01   +6.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.9000000e-01   +7.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.2000000e-01   +7.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.5000000e-01   +7.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.8000000e-01   +8.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.1000000e-01   +8.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.4000000e-01   +8.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.7000000e-01   +9.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-01   +9.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.3000000e-01   +9.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.6000000e-01   +9.9000000e-01   +8.1562000e-19   +5.7673043e-19
  +9.9000000e-01   +1.0200000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0200000e+00   +1.0500000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0500000e+00   +1.0800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0800000e+00   +1.1100000e+00   +8.1561000e-19   +5.7673000e-19
  +1.1100000e+00   +1.1400000e+00   +8.1562000e-19   +5.7673043e-19
  +1.1400000e+00   +1.1700000e+00   +4.0781000e-19   +4.0781000e-19
  +1.1700000e+00   +1.2000000e+00   +1.6312100e-18   +8.1561338e-19
  +1.2000000e+00   +1.2300000e+00   +8.1562000e-19   +5.7673043e-19
  +1.2300000e+00   +1.2600000e+00   +4.0781000e-19   +4.0781000e-19
  +1.2600000e+00   +1.2900000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2900000e+00   +1.3200000e+00   +2.4468000e-18   +9.9891561e-19
  +1.3200000e+00   +1.3500000e+00   +4.0780000e-18   +1.2895931e-18
  +1.3500000e+00   +1.3800000e+00   +1.6312000e-18   +8.1561000e-19
  +1.3800000e+00   +1.4100000e+00   +4.4858000e-18   +1.3525821e-18
  +1.4100000e+00   +1.4400000e+00   +3.6702000e-18   +1.2234152e-18
  +1.4400000e+00   +1.4700000e+00   +5.7092000e-18   +1.5259364e-18
  +1.4700000e+00   +1.5000000e+00   +2.4468100e-18   +9.9891648e-19
  +1.5000000e+00   +1.5300000e+00   +3.2624000e-18   +1.1534476e-18
  +1.5300000e+00   +1.5600000e+00   +4.8936000e-18   +1.4126862e-18
  +1.5600000e+00   +1.5900000e+00   +5.7093000e-18   +1.5258728e-18
  +1.5900000e+00   +1.6200000e+00   +3.2624000e-18   +1.1534476e-18
  +1.6200000e+00   +1.6500000e+00   +2.0390100e-18   +9.1188469e-19
  +1.6500000e+00   +1.6800000e+00   +2.4468100e-18   +9.9891648e-19
  +1.6800000e+00   +1.7100000e+00   +3.2624000e-18   +1.1534476e-18
  +1.7100000e+00   +1.7400000e+00   +2.4468100e-18   +9.9891800e-19
  +1.7400000e+00   +1.7700000e+00   +2.4468000e-18   +9.9891561e-19
  +1.7700000e+00   +1.8000000e+00   +2.8546000e-18   +1.0789513e-18
  +1.8000000e+00   +1.8300000e+00   +2.0390100e-18   +9.1188469e-19
  +1.8300000e+00   +1.8600000e+00   +3.2624000e-18   +1.1534476e-18
  +1.8600000e+00   +1.8900000e+00   +2.4468100e-18   +9.9891800e-19
  +1.8900000e+00   +1.9200000e+00   +1.2234000e-18   +7.0634000e-19
  +1.9200000e+00   +1.9500000e+00   +4.0781000e-19   +4.0781000e-19
  +1.9500000e+00   +1.9800000e+00   +1.6312200e-18   +8.1561939e-19
  +1.9800000e+00   +2.0100000e+00   +1.2234200e-18   +7.0634729e-19
  +2.0100000e+00   +2.0400000e+00   +8.1561000e-19   +5.7673000e-19
  +2.0400000e+00   +2.0700000e+00   +1.2234200e-18   +7.0634729e-19
  +2.0700000e+00   +2.1000000e+00   +4.0781000e-19   +4.0781000e-19
  +2.1000000e+00   +2.1300000e+00   +8.1561000e-19   +5.7673000e-19
